s_no,district,seat,constituency,cand_id,party_id,acronym,votes
937,Gujrat,Gujrat-II,NA-69,2921,82,PQYP,204
938,Gujrat,Gujrat-II,NA-69,2983,80,PPPP,6035
939,Gujrat,Gujrat-II,NA-69,3020,25,IND,305
940,Gujrat,Gujrat-III,NA-70,2741,86,PTI,95168
941,Gujrat,Gujrat-III,NA-70,141,116,TLP,21276
942,Gujrat,Gujrat-III,NA-70,979,73,PMLN,67233
943,Gujrat,Gujrat-III,NA-70,1312,25,IND,128
944,Gujrat,Gujrat-III,NA-70,1320,25,IND,422
945,Gujrat,Gujrat-III,NA-70,1885,25,IND,618
946,Gujrat,Gujrat-III,NA-70,2167,80,PPPP,42508
947,Gujrat,Gujrat-III,NA-70,2796,116,TLI,4664
948,Gujrat,Gujrat-III,NA-70,2890,25,IND,3508
949,Gujrat,Gujrat-IV,NA-71,563,73,PMLN,88588
950,Gujrat,Gujrat-IV,NA-71,236,25,IND,2203
951,Gujrat,Gujrat-IV,NA-71,400,25,IND,75
952,Gujrat,Gujrat-IV,NA-71,518,82,PQYP,117
953,Gujrat,Gujrat-IV,NA-71,625,25,IND,279
954,Gujrat,Gujrat-IV,NA-71,1628,25,IND,36899
955,Gujrat,Gujrat-IV,NA-71,1650,86,PTI,81538
956,Gujrat,Gujrat-IV,NA-71,1973,80,PPPP,1738
957,Gujrat,Gujrat-IV,NA-71,1987,116,TLP,29527
958,Gujrat,Gujrat-IV,NA-71,1993,25,IND,3199
959,Gujrat,Gujrat-IV,NA-71,2521,25,IND,5
960,Gujrat,Gujrat-IV,NA-71,2550,25,IND,520
961,Gujrat,Gujrat-IV,NA-71,2796,116,TLI,1297
962,Gujrat,Gujrat-IV,NA-71,2869,25,IND,771
963,Sialkot,Sialkot-I,NA-72,565,73,PMLN,129041
964,Sialkot,Sialkot-I,NA-72,695,86,PTI,91393
965,Sialkot,Sialkot-I,NA-72,1112,25,IND,1365
966,Sialkot,Sialkot-I,NA-72,1301,25,IND,376
967,Sialkot,Sialkot-I,NA-72,1333,25,IND,4817
968,Sialkot,Sialkot-I,NA-72,2017,8,AOAT,2483
969,Sialkot,Sialkot-I,NA-72,2139,46,MMAP,539
970,Sialkot,Sialkot-I,NA-72,2705,116,TLP,19731
971,Sialkot,Sialkot-I,NA-72,2776,80,PPPP,2639
972,Sialkot,Sialkot-I,NA-72,2911,25,IND,523
973,Sialkot,Sialkot-II,NA-73,1097,73,PMLN,116957
974,Sialkot,Sialkot-II,NA-73,1654,25,IND,102
975,Sialkot,Sialkot-II,NA-73,1549,25,IND,498
976,Sialkot,Sialkot-II,NA-73,980,84,PST,336
977,Sialkot,Sialkot-II,NA-73,567,47,MQMP,125
978,Sialkot,Sialkot-II,NA-73,354,25,IND,444
979,Sialkot,Sialkot-II,NA-73,924,25,IND,987
980,Sialkot,Sialkot-II,NA-73,1887,86,PTI,115464
981,Sialkot,Sialkot-II,NA-73,2244,116,TLP,9953
982,Sialkot,Sialkot-II,NA-73,3041,80,PPPP,1673
983,Sialkot,Sialkot-III,NA-74,264,73,PMLN,97235
984,Sialkot,Sialkot-III,NA-74,546,25,IND,840
985,Sialkot,Sialkot-III,NA-74,710,86,PTI,93734
986,Sialkot,Sialkot-III,NA-74,1135,25,IND,421
987,Sialkot,Sialkot-III,NA-74,1238,25,IND,358
988,Sialkot,Sialkot-III,NA-74,1417,46,MMAP,1858
989,Sialkot,Sialkot-III,NA-74,1550,25,IND,4930
990,Sialkot,Sialkot-III,NA-74,1660,25,IND,337
991,Sialkot,Sialkot-III,NA-74,1941,25,IND,18045
992,Sialkot,Sialkot-III,NA-74,2015,80,PPPP,2625
993,Sialkot,Sialkot-III,NA-74,2660,116,TLP,34295
994,Sialkot,Sialkot-IV,NA-75,2763,73,PMLN,101617
995,Sialkot,Sialkot-IV,NA-75,368,116,TLP,14772
996,Sialkot,Sialkot-IV,NA-75,1053,46,MMAP,1656
997,Sialkot,Sialkot-IV,NA-75,2942,25,IND,57571
998,Sialkot,Sialkot-IV,NA-75,87,25,IND,148
999,Sialkot,Sialkot-IV,NA-75,240,86,PTI,61432
1000,Sialkot,Sialkot-IV,NA-75,107,25,IND,2630
1001,Sialkot,Sialkot-IV,NA-75,1562,25,IND,434
1002,Sialkot,Sialkot-IV,NA-75,3017,80,PPPP,4163
1003,Sialkot,Sialkot-IV,NA-75,2280,25,IND,1107
1004,Sialkot,Sialkot-IV,NA-75,572,25,IND,224
1005,Sialkot,Sialkot-V,NA-76,2252,73,PMLN,133664
1006,Sialkot,Sialkot-V,NA-76,508,8,AOAT,2800
1007,Sialkot,Sialkot-V,NA-76,512,116,TLP,16872
1008,Sialkot,Sialkot-V,NA-76,1438,25,IND,10803
1009,Sialkot,Sialkot-V,NA-76,1556,86,PTI,93190
1010,Sialkot,Sialkot-V,NA-76,1563,46,MMAP,2790
1011,Sialkot,Sialkot-V,NA-76,2171,25,IND,1124
1012,Sialkot,Sialkot-V,NA-76,2989,80,PPPP,3711
1013,Narowal,Narowal-I,NA-77,1289,73,PMLN,106366
1014,Narowal,Narowal-I,NA-77,1541,116,TLP,20510
1015,Narowal,Narowal-I,NA-77,803,25,IND,7890
1016,Narowal,Narowal-I,NA-77,718,25,IND,831
1017,Narowal,Narowal-I,NA-77,2595,25,IND,3480
1018,Narowal,Narowal-I,NA-77,1570,25,IND,1259
1019,Narowal,Narowal-I,NA-77,1325,86,PTI,52231
1020,Narowal,Narowal-I,NA-77,1766,80,PPPP,1327
1021,Narowal,Narowal-I,NA-77,2852,25,IND,1241
1022,Narowal,Narowal-I,NA-77,1869,25,IND,70596
1023,Narowal,Narowal-I,NA-77,308,87,PTIN,1854
1024,Narowal,Narowal-II,NA-78,194,73,PMLN,159651
1025,Narowal,Narowal-II,NA-78,136,86,PTI,88250
1026,Narowal,Narowal-II,NA-78,341,25,IND,549
1027,Narowal,Narowal-II,NA-78,474,25,IND,160
1028,Narowal,Narowal-II,NA-78,641,48,NP,533
1029,Narowal,Narowal-II,NA-78,803,25,IND,4440
1030,Narowal,Narowal-II,NA-78,983,25,IND,1670
1031,Narowal,Narowal-II,NA-78,1011,25,IND,1073
1032,Narowal,Narowal-II,NA-78,1108,25,IND,347
1033,Narowal,Narowal-II,NA-78,1953,25,IND,325
1034,Narowal,Narowal-II,NA-78,2275,116,TLP,20432
1035,Narowal,Narowal-II,NA-78,2661,25,IND,387
1036,Gujranwala,Gujranwala-I,NA-79,2097,73,PMLN,142545
1037,Gujranwala,Gujranwala-I,NA-79,1525,25,IND,1208
1038,Gujranwala,Gujranwala-I,NA-79,1033,25,IND,736
1039,Gujranwala,Gujranwala-I,NA-79,406,25,IND,180
1040,Gujranwala,Gujranwala-I,NA-79,469,25,IND,312
1041,Gujranwala,Gujranwala-I,NA-79,1185,25,IND,480
1042,Gujranwala,Gujranwala-I,NA-79,505,25,IND,567
1043,Gujranwala,Gujranwala-I,NA-79,1480,8,AOAT,3814
1044,Gujranwala,Gujranwala-I,NA-79,1387,25,IND,241
1045,Gujranwala,Gujranwala-I,NA-79,508,80,PPPP,8910
1046,Gujranwala,Gujranwala-I,NA-79,1881,25,IND,432
1047,Gujranwala,Gujranwala-I,NA-79,1502,25,IND,99
1048,Gujranwala,Gujranwala-I,NA-79,1606,116,TLP,12972
1049,Gujranwala,Gujranwala-I,NA-79,1467,86,PTI,118709
1050,Gujranwala,Gujranwala-II,NA-80,511,73,PMLN,108653
1051,Gujranwala,Gujranwala-II,NA-80,313,25,IND,619
1052,Gujranwala,Gujranwala-II,NA-80,934,25,IND,90
1053,Gujranwala,Gujranwala-II,NA-80,1431,25,IND,166
1054,Gujranwala,Gujranwala-II,NA-80,1467,116,TLP,11457
1055,Gujranwala,Gujranwala-II,NA-80,1525,25,IND,157
1056,Gujranwala,Gujranwala-II,NA-80,1556,25,IND,80
1057,Gujranwala,Gujranwala-II,NA-80,1875,46,MMAP,2112
1058,Gujranwala,Gujranwala-II,NA-80,2179,25,IND,378
1059,Gujranwala,Gujranwala-II,NA-80,2248,25,IND,59
1060,Gujranwala,Gujranwala-II,NA-80,2262,80,PPPP,4937
1061,Gujranwala,Gujranwala-II,NA-80,2612,25,IND,2002
1062,Gujranwala,Gujranwala-II,NA-80,2693,25,IND,71
1063,Gujranwala,Gujranwala-II,NA-80,2908,86,PTI,71937
1064,Gujranwala,Gujranwala-II,NA-80,2951,25,IND,449
1065,Gujranwala,Gujranwala-II,NA-80,2998,8,AOAT,5836
1066,Gujranwala,Gujranwala-II,NA-80,3030,25,IND,652
1067,Gujranwala,Gujranwala-III,NA-81,1111,73,PMLN,130837
1068,Gujranwala,Gujranwala-III,NA-81,417,25,IND,2760
1069,Gujranwala,Gujranwala-III,NA-81,517,86,PTI,88166
1070,Gujranwala,Gujranwala-III,NA-81,843,46,MMAP,4151
1071,Gujranwala,Gujranwala-III,NA-81,1056,25,IND,147
1072,Gujranwala,Gujranwala-III,NA-81,1513,80,PPPP,1868
1073,Gujranwala,Gujranwala-III,NA-81,1672,116,TLP,10178
1074,Gujranwala,Gujranwala-III,NA-81,1760,3,ALPP,254
1075,Gujranwala,Gujranwala-III,NA-81,1784,25,IND,71
1076,Gujranwala,Gujranwala-III,NA-81,2025,25,IND,2793
1077,Gujranwala,Gujranwala-III,NA-81,2044,25,IND,483
1078,Gujranwala,Gujranwala-III,NA-81,2556,8,AOAT,5411
1079,Gujranwala,Gujranwala-III,NA-81,2948,25,IND,87
1080,Gujranwala,Gujranwala-IV,NA-82,2944,73,PMLN,117520
1081,Gujranwala,Gujranwala-IV,NA-82,517,25,IND,1598
1082,Gujranwala,Gujranwala-IV,NA-82,1998,3,ALPP,65
1083,Gujranwala,Gujranwala-IV,NA-82,1543,116,TLI,16545
1084,Gujranwala,Gujranwala-IV,NA-82,196,25,IND,1709
1085,Gujranwala,Gujranwala-IV,NA-82,2652,25,IND,79
1086,Gujranwala,Gujranwala-IV,NA-82,958,80,PPPP,2430
1087,Gujranwala,Gujranwala-IV,NA-82,1611,46,MMAP,2387
1088,Gujranwala,Gujranwala-IV,NA-82,1652,25,IND,2173
1089,Gujranwala,Gujranwala-IV,NA-82,238,86,PTI,67400
1090,Gujranwala,Gujranwala-IV,NA-82,51,2,AAP,326
1091,Gujranwala,Gujranwala-IV,NA-82,2944,25,IND,1727
1092,Gujranwala,Gujranwala-IV,NA-82,2563,25,IND,179
1093,Gujranwala,Gujranwala-IV,NA-82,2550,116,TLP,3814
1094,Gujranwala,Gujranwala-IV,NA-82,2949,116,TTNP,935
1095,Gujranwala,Gujranwala-IV,NA-82,1598,25,IND,1223
1096,Gujranwala,Gujranwala-IV,NA-82,284,8,AOAT,4261
1097,Gujranwala,Gujranwala-IV,NA-82,2943,25,IND,117
1098,Gujranwala,Gujranwala-IV,NA-82,634,25,IND,182
1099,Gujranwala,Gujranwala-V,NA-83,3075,73,PMLN,139235
1100,Gujranwala,Gujranwala-V,NA-83,1764,116,TLP,19679
1101,Gujranwala,Gujranwala-V,NA-83,2255,25,IND,1191
1102,Gujranwala,Gujranwala-V,NA-83,2546,25,IND,479
1103,Gujranwala,Gujranwala-V,NA-83,518,25,IND,280
1104,Gujranwala,Gujranwala-V,NA-83,2248,86,PTI,75940
1105,Gujranwala,Gujranwala-V,NA-83,506,25,IND,334
1106,Gujranwala,Gujranwala-V,NA-83,2345,25,IND,839
1107,Gujranwala,Gujranwala-V,NA-83,1305,80,PPPP,3161
1108,Gujranwala,Gujranwala-V,NA-83,2164,88,PTIG,240
1109,Gujranwala,Gujranwala-VI,NA-84,458,73,PMLN,119612
1110,Gujranwala,Gujranwala-VI,NA-84,132,8,AOAT,6877
1111,Gujranwala,Gujranwala-VI,NA-84,302,25,IND,2723
1112,Gujranwala,Gujranwala-VI,NA-84,449,25,IND,211
1113,Gujranwala,Gujranwala-VI,NA-84,507,86,PTI,89728
1114,Gujranwala,Gujranwala-VI,NA-84,1535,25,IND,805
1115,Gujranwala,Gujranwala-VI,NA-84,1673,25,IND,3278
1116,Gujranwala,Gujranwala-VI,NA-84,1676,25,IND,1761
1117,Gujranwala,Gujranwala-VI,NA-84,1737,116,TLP,16756
1118,Gujranwala,Gujranwala-VI,NA-84,2171,25,IND,93
1119,Gujranwala,Gujranwala-VI,NA-84,2187,25,IND,155
1120,Gujranwala,Gujranwala-VI,NA-84,3061,80,PPPP,1641
1121,Mandi,Mandi,NA-85,824,86,PTI,99996
1122,Mandi,Mandi,NA-85,1990,25,IND,325
1123,Mandi,Mandi,NA-85,620,3,ALPP,271
1124,Mandi,Mandi,NA-85,1475,116,TLI,4656
1125,Mandi,Mandi,NA-85,2990,8,AOAT,1733
1126,Mandi,Mandi,NA-85,1629,116,TLP,12590
1127,Mandi,Mandi,NA-85,215,25,IND,164
1128,Mandi,Mandi,NA-85,1412,46,MMAP,10436
1129,Mandi,Mandi,NA-85,2007,25,IND,1848
1130,Mandi,Mandi,NA-85,564,25,IND,732
1131,Mandi,Mandi,NA-85,1956,73,PMLN,80367
1132,Mandi,Mandi,NA-85,2640,42,MP,379
1133,Mandi,Mandi,NA-85,394,80,PPPP,47049
1134,Mandi,Mandi,NA-86,2028,73,PMLN,147105
1135,Mandi,Mandi,NA-86,564,25,IND,542
1136,Mandi,Mandi,NA-86,566,25,IND,3769
1137,Mandi,Mandi,NA-86,642,80,PPPP,24129
1138,Mandi,Mandi,NA-86,1514,48,NP,1718
1139,Mandi,Mandi,NA-86,1666,8,AOAT,2969
1140,Mandi,Mandi,NA-86,2077,86,PTI,80637
1141,Mandi,Mandi,NA-86,3076,25,IND,5853
1142,Hafizabad,Hafizabad-I,NA-87,518,86,PTI,165618
1143,Hafizabad,Hafizabad-I,NA-87,150,25,IND,181
1144,Hafizabad,Hafizabad-I,NA-87,273,80,PPPP,3396
1145,Hafizabad,Hafizabad-I,NA-87,469,25,IND,4282
1146,Hafizabad,Hafizabad-I,NA-87,548,25,IND,1228
1147,Hafizabad,Hafizabad-I,NA-87,691,46,MMAP,649
1148,Hafizabad,Hafizabad-I,NA-87,1135,116,TLP,44130
1149,Hafizabad,Hafizabad-I,NA-87,1212,8,AOAT,2116
1150,Hafizabad,Hafizabad-I,NA-87,1372,5,APML,305
1151,Hafizabad,Hafizabad-I,NA-87,1434,25,IND,5576
1152,Hafizabad,Hafizabad-I,NA-87,1751,25,IND,7621
1153,Hafizabad,Hafizabad-I,NA-87,1785,25,IND,768
1154,Hafizabad,Hafizabad-I,NA-87,2163,25,IND,860
1155,Hafizabad,Hafizabad-I,NA-87,2332,25,IND,975
1156,Hafizabad,Hafizabad-I,NA-87,2382,73,PMLN,157453
1157,Sargodha,Sargodha-I,NA-88,1928,73,PMLN,129615
1158,Sargodha,Sargodha-I,NA-88,393,116,TLP,11329
1159,Sargodha,Sargodha-I,NA-88,976,80,PPPP,12703
1160,Sargodha,Sargodha-I,NA-88,1625,46,MMAP,3839
1161,Sargodha,Sargodha-I,NA-88,1971,86,PTI,115622
1162,Sargodha,Sargodha-I,NA-88,2266,25,IND,2776
1163,Sargodha,Sargodha-II,NA-89,1418,73,PMLN,114245
1164,Sargodha,Sargodha-II,NA-89,1556,80,PPPP,19495
1165,Sargodha,Sargodha-II,NA-89,2225,25,IND,2694
1166,Sargodha,Sargodha-II,NA-89,258,25,IND,2142
1167,Sargodha,Sargodha-II,NA-89,506,25,IND,2574
1168,Sargodha,Sargodha-II,NA-89,2937,86,PTI,113422
1169,Sargodha,Sargodha-III,NA-90,514,73,PMLN,93948
1170,Sargodha,Sargodha-III,NA-90,1533,46,MMAP,7947
1171,Sargodha,Sargodha-III,NA-90,624,25,IND,528
1172,Sargodha,Sargodha-III,NA-90,2206,8,AOAT,1866
1173,Sargodha,Sargodha-III,NA-90,994,25,IND,1572
1174,Sargodha,Sargodha-III,NA-90,852,25,IND,177
1175,Sargodha,Sargodha-III,NA-90,1983,86,PTI,85220
1176,Sargodha,Sargodha-III,NA-90,2883,25,IND,53
1177,Sargodha,Sargodha-III,NA-90,2914,80,PPPP,21352
1178,Sargodha,Sargodha-III,NA-90,2395,25,IND,748
1179,Sargodha,Sargodha-III,NA-90,1739,25,IND,269
1180,Sargodha,Sargodha-III,NA-90,8,90,PWP,48
1181,Sargodha,Sargodha-III,NA-90,189,25,IND,1627
1182,Sargodha,Sargodha-III,NA-90,3059,116,TLP,4246
1183,Sargodha,Sargodha-III,NA-90,1556,25,IND,85
1184,Sargodha,Sargodha-IV,NA-91,3064,73,PMLN,110525
1185,Sargodha,Sargodha-IV,NA-91,140,25,IND,2749
1186,Sargodha,Sargodha-IV,NA-91,511,6,APMLJ,750
1187,Sargodha,Sargodha-IV,NA-91,577,86,PTI,110246
1188,Sargodha,Sargodha-IV,NA-91,797,46,MMAP,7449
1189,Sargodha,Sargodha-IV,NA-91,812,8,AOAT,11397
1190,Sargodha,Sargodha-IV,NA-91,1101,25,IND,1325
1191,Sargodha,Sargodha-IV,NA-91,1488,25,IND,5171
1192,Sargodha,Sargodha-IV,NA-91,1828,25,IND,817
1193,Sargodha,Sargodha-IV,NA-91,1839,25,IND,4106
1194,Sargodha,Sargodha-IV,NA-91,1974,116,TLI,2416
1195,Sargodha,Sargodha-IV,NA-91,2005,25,IND,572
1196,Sargodha,Sargodha-IV,NA-91,2908,80,PPPP,8037
1197,Sargodha,Sargodha-V,NA-92,2778,73,PMLN,97013
1198,Sargodha,Sargodha-V,NA-92,2356,86,PTI,65406
1199,Sargodha,Sargodha-V,NA-92,3000,25,IND,56970
1200,Sargodha,Sargodha-V,NA-92,768,25,IND,905
1201,Sargodha,Sargodha-V,NA-92,2806,25,IND,3681
1202,Sargodha,Sargodha-V,NA-92,2619,46,MMAP,620
1203,Sargodha,Sargodha-V,NA-92,2716,25,IND,5011
1204,Sargodha,Sargodha-V,NA-92,2483,25,IND,130
1205,Sargodha,Sargodha-V,NA-92,1572,116,TLP,7497
1206,Sargodha,Sargodha-V,NA-92,333,25,IND,236
1207,Sargodha,Sargodha-V,NA-92,1691,80,PPPP,16843
1208,Khushab,Khushab-I,NA-93,2928,86,PTI,100448
1209,Khushab,Khushab-I,NA-93,115,46,MMAP,8138
1210,Khushab,Khushab-I,NA-93,478,13,ANP,897
1211,Khushab,Khushab-I,NA-93,821,25,IND,1077
1212,Khushab,Khushab-I,NA-93,1208,25,IND,32498
1213,Khushab,Khushab-I,NA-93,1497,25,IND,23482
1214,Khushab,Khushab-I,NA-93,2019,80,PPPP,3182
1215,Khushab,Khushab-I,NA-93,2699,73,PMLN,70401
1216,Khushab,Khushab-II,NA-94,1213,86,PTI,93864
1217,Khushab,Khushab-II,NA-94,335,25,IND,476
1218,Khushab,Khushab-II,NA-94,1227,73,PMLN,85109
1219,Khushab,Khushab-II,NA-94,761,25,IND,43738
1220,Khushab,Khushab-II,NA-94,2559,25,IND,116
1221,Khushab,Khushab-II,NA-94,2346,80,PPPP,3121
1222,Khushab,Khushab-II,NA-94,2952,25,IND,1734
1223,Khushab,Khushab-II,NA-94,702,25,IND,936
1224,Mianwali,Mianwali-I,NA-95,922,86,PTI,163538
1225,Mianwali,Mianwali-I,NA-95,105,65,PJDP,939
1226,Mianwali,Mianwali-I,NA-95,310,46,MMAP,2331
1227,Mianwali,Mianwali-I,NA-95,369,25,IND,739
1228,Mianwali,Mianwali-I,NA-95,1244,25,IND,340
1229,Mianwali,Mianwali-I,NA-95,1708,25,IND,476
1230,Mianwali,Mianwali-I,NA-95,1710,80,PPPP,1588
1231,Mianwali,Mianwali-I,NA-95,1826,99,SIC,854
1232,Mianwali,Mianwali-I,NA-95,1871,116,TLP,16712
1233,Mianwali,Mianwali-I,NA-95,2053,25,IND,7163
1234,Mianwali,Mianwali-I,NA-95,2130,73,PMLN,50015
1235,Mianwali,Mianwali-II,NA-96,324,86,PTI,157422
1236,Mianwali,Mianwali-II,NA-96,1872,46,MMAP,753
1237,Mianwali,Mianwali-II,NA-96,2391,116,TLP,30542
1238,Mianwali,Mianwali-II,NA-96,1708,80,PPPP,2709
1239,Mianwali,Mianwali-II,NA-96,1637,73,PMLN,54909
1240,Mianwali,Mianwali-II,NA-96,463,25,IND,8338
1241,Bhakkar,Bhakkar-I,NA-97,1824,25,IND,120729
1242,Bhakkar,Bhakkar-I,NA-97,65,73,PMLN,91607
1243,Bhakkar,Bhakkar-I,NA-97,455,25,IND,480
1244,Bhakkar,Bhakkar-I,NA-97,458,25,IND,1003
1245,Bhakkar,Bhakkar-I,NA-97,658,25,IND,426
1246,Bhakkar,Bhakkar-I,NA-97,699,25,IND,164
1247,Bhakkar,Bhakkar-I,NA-97,1190,86,PTI,44653
1248,Bhakkar,Bhakkar-I,NA-97,1528,25,IND,3839
1249,Bhakkar,Bhakkar-I,NA-97,1933,80,PPPP,8116
1250,Bhakkar,Bhakkar-I,NA-97,1989,25,IND,375
1251,Bhakkar,Bhakkar-I,NA-97,2427,25,IND,3416
1252,Bhakkar,Bhakkar-I,NA-97,2926,25,IND,3188
1253,Bhakkar,Bhakkar-II,NA-98,1463,86,PTI,138307
1254,Bhakkar,Bhakkar-II,NA-98,2340,25,IND,657
1255,Bhakkar,Bhakkar-II,NA-98,1996,25,IND,727
1256,Bhakkar,Bhakkar-II,NA-98,785,25,IND,579
1257,Bhakkar,Bhakkar-II,NA-98,623,80,PPPP,4071
1258,Bhakkar,Bhakkar-II,NA-98,211,56,PAR,797
1259,Bhakkar,Bhakkar-II,NA-98,808,116,TLP,6613
1260,Bhakkar,Bhakkar-II,NA-98,91,25,IND,1952
1261,Bhakkar,Bhakkar-II,NA-98,2273,25,IND,133679
1262,Chiniot,Chiniot-I,NA-99,730,86,PTI,81330
1263,Chiniot,Chiniot-I,NA-99,275,25,IND,1472
1264,Chiniot,Chiniot-I,NA-99,1176,80,PPPP,22324
1265,Chiniot,Chiniot-I,NA-99,3072,46,MMAP,2022
1266,Chiniot,Chiniot-I,NA-99,262,25,IND,803
1267,Chiniot,Chiniot-I,NA-99,1470,25,IND,1289
1268,Chiniot,Chiniot-I,NA-99,981,8,AOAT,848
1269,Chiniot,Chiniot-I,NA-99,2287,73,PMLN,21702
1270,Chiniot,Chiniot-I,NA-99,710,25,IND,64307
1271,Chiniot,Chiniot-I,NA-99,184,116,TLP,10695
1272,Chiniot,Chiniot-II,NA-100,2161,73,PMLN,76415
1273,Chiniot,Chiniot-II,NA-100,361,46,MMAP,455
1274,Chiniot,Chiniot-II,NA-100,2549,67,PKICA,2126
1275,Chiniot,Chiniot-II,NA-100,2770,80,PPPP,40542
1276,Chiniot,Chiniot-II,NA-100,1498,11,AJPP,353
1277,Chiniot,Chiniot-II,NA-100,2929,25,IND,1208
1278,Chiniot,Chiniot-II,NA-100,1766,8,AOAT,1445
1279,Chiniot,Chiniot-II,NA-100,3072,86,PTI,75559
1280,Chiniot,Chiniot-II,NA-100,1652,25,IND,1735
1281,Chiniot,Chiniot-II,NA-100,1883,116,TLP,6593
1282,Chiniot,Chiniot-II,NA-100,2629,25,IND,5954
1283,Chiniot,Chiniot-II,NA-100,2122,25,IND,3723
1284,Chiniot,Chiniot-II,NA-100,360,30,JWP,379
1285,Faisalabad,Faisalabad-I,NA-101,1555,25,IND,147812
1286,Faisalabad,Faisalabad-I,NA-101,2521,25,IND,588
1287,Faisalabad,Faisalabad-I,NA-101,148,46,MMAP,325
1288,Faisalabad,Faisalabad-I,NA-101,960,116,TLI,1523
1289,Faisalabad,Faisalabad-I,NA-101,917,8,AOAT,5343
1290,Faisalabad,Faisalabad-I,NA-101,1569,25,IND,253
1291,Faisalabad,Faisalabad-I,NA-101,2391,5,APML,406
1292,Faisalabad,Faisalabad-I,NA-101,3013,86,PTI,86575
1293,Faisalabad,Faisalabad-I,NA-101,1912,25,IND,439
1294,Faisalabad,Faisalabad-I,NA-101,897,116,TLP,9962
1295,Faisalabad,Faisalabad-I,NA-101,2300,25,IND,942
1296,Faisalabad,Faisalabad-I,NA-101,676,25,IND,329
1297,Faisalabad,Faisalabad-I,NA-101,2908,80,PPPP,6088
1298,Faisalabad,Faisalabad-I,NA-101,657,25,IND,259
1299,Faisalabad,Faisalabad-II,NA-102,2057,86,PTI,109708
1300,Faisalabad,Faisalabad-II,NA-102,554,25,IND,561
1301,Faisalabad,Faisalabad-II,NA-102,954,25,IND,1361
1302,Faisalabad,Faisalabad-II,NA-102,1055,8,AOAT,6127
1303,Faisalabad,Faisalabad-II,NA-102,1481,25,IND,8573
1304,Faisalabad,Faisalabad-II,NA-102,1543,25,IND,67
1305,Faisalabad,Faisalabad-II,NA-102,1577,25,IND,472
1306,Faisalabad,Faisalabad-II,NA-102,1702,40,MOP,1874
1307,Faisalabad,Faisalabad-II,NA-102,1838,80,PPPP,19546
1308,Faisalabad,Faisalabad-II,NA-102,1863,73,PMLN,97869
1309,Faisalabad,Faisalabad-II,NA-102,2268,5,APML,714
1310,Faisalabad,Faisalabad-II,NA-102,2293,79,PPPSB,975
1311,Faisalabad,Faisalabad-II,NA-102,2332,25,IND,295
1312,Faisalabad,Faisalabad-II,NA-102,2430,25,IND,115
1313,Faisalabad,Faisalabad-II,NA-102,2859,116,TLP,16091
1314,Faisalabad,Faisalabad-II,NA-102,2927,25,IND,1844
1315,Faisalabad,Faisalabad-IV,NA-104,517,73,PMLN,95099
1316,Faisalabad,Faisalabad-IV,NA-104,54,8,AOAT,4289
1317,Faisalabad,Faisalabad-IV,NA-104,509,25,IND,865
1318,Faisalabad,Faisalabad-IV,NA-104,627,116,TLP,6393
1319,Faisalabad,Faisalabad-IV,NA-104,1073,25,IND,57362
1320,Faisalabad,Faisalabad-IV,NA-104,1577,25,IND,1016
1321,Faisalabad,Faisalabad-IV,NA-104,1592,25,IND,2258
1322,Faisalabad,Faisalabad-IV,NA-104,1850,25,IND,626
1323,Faisalabad,Faisalabad-IV,NA-104,1899,25,IND,382
1324,Faisalabad,Faisalabad-IV,NA-104,2196,116,TLI,3043
1325,Faisalabad,Faisalabad-IV,NA-104,2240,80,PPPP,21718
1326,Faisalabad,Faisalabad-IV,NA-104,2452,86,PTI,73320
1327,Faisalabad,Faisalabad-IV,NA-104,2497,25,IND,536
1328,Faisalabad,Faisalabad-IV,NA-104,2536,25,IND,902
1329,Faisalabad,Faisalabad-V,NA-105,2281,86,PTI,77862
1330,Faisalabad,Faisalabad-V,NA-105,1975,25,IND,565
1331,Faisalabad,Faisalabad-V,NA-105,891,116,TLP,15237
1332,Faisalabad,Faisalabad-V,NA-105,403,25,IND,168
1333,Faisalabad,Faisalabad-V,NA-105,2902,68,PMA,106
1334,Faisalabad,Faisalabad-V,NA-105,195,25,IND,243
1335,Faisalabad,Faisalabad-V,NA-105,1323,73,PMLN,56540
1336,Faisalabad,Faisalabad-V,NA-105,1317,25,IND,6472
1337,Faisalabad,Faisalabad-V,NA-105,1781,25,IND,822
1338,Faisalabad,Faisalabad-V,NA-105,2930,25,IND,290
1339,Faisalabad,Faisalabad-V,NA-105,1723,25,IND,69211
1340,Faisalabad,Faisalabad-V,NA-105,1402,80,PPPP,5795
1341,Faisalabad,Faisalabad-V,NA-105,2069,8,AOAT,7190
1342,Faisalabad,Faisalabad-VI,NA-106,2251,73,PMLN,106319
1343,Faisalabad,Faisalabad-VI,NA-106,180,25,IND,490
1344,Faisalabad,Faisalabad-VI,NA-106,486,25,IND,2546
1345,Faisalabad,Faisalabad-VI,NA-106,1449,116,TLP,9986
1346,Faisalabad,Faisalabad-VI,NA-106,1631,25,IND,1419
1347,Faisalabad,Faisalabad-VI,NA-106,1940,46,MMAP,2083
1348,Faisalabad,Faisalabad-VI,NA-106,2095,86,PTI,103799
1349,Faisalabad,Faisalabad-VI,NA-106,2341,80,PPPP,12799
1350,Faisalabad,Faisalabad-VII,NA-107,1114,86,PTI,126441
