s_no,district,seat,constituency,cand_id,party_id,acronym,votes
1,Chitral,Chitral,NA-1,1425,46,MMAP,48616
2,Chitral,Chitral,NA-1,2344,82,PRHP,3223
3,Chitral,Chitral,NA-1,1894,25,IND,698
4,Chitral,Chitral,NA-1,2575,25,IND,2414
5,Chitral,Chitral,NA-1,620,13,ANP,3613
6,Chitral,Chitral,NA-1,1509,5,APML,6755
7,Chitral,Chitral,NA-1,2900,25,IND,681
8,Chitral,Chitral,NA-1,59,86,PTI,38481
9,Chitral,Chitral,NA-1,898,73,PMLN,21016
10,Chitral,Chitral,NA-1,2099,25,IND,793
11,Chitral,Chitral,NA-1,2406,80,PPPP,32635
12,Swat,Swat-I,NA-2,817,86,PTI,61687
13,Swat,Swat-I,NA-2,1738,92,PMAP,3381
14,Swat,Swat-I,NA-2,966,25,IND,165
15,Swat,Swat-I,NA-2,1179,25,IND,148
16,Swat,Swat-I,NA-2,1390,25,IND,453
17,Swat,Swat-I,NA-2,1934,13,ANP,14618
18,Swat,Swat-I,NA-2,304,73,PMLN,41125
19,Swat,Swat-I,NA-2,2368,25,IND,1410
20,Swat,Swat-I,NA-2,2045,46,MMAP,18055
21,Swat,Swat-I,NA-2,317,80,PPPP,16018
22,Swat,Swat-II,NA-3,2408,86,PTI,68162
23,Swat,Swat-II,NA-3,51,13,ANP,21895
24,Swat,Swat-II,NA-3,879,25,IND,16747
25,Swat,Swat-II,NA-3,2568,80,PPPP,22046
26,Swat,Swat-II,NA-3,2588,33,JUIN,1368
27,Swat,Swat-II,NA-3,166,25,IND,1991
28,Swat,Swat-II,NA-3,1327,73,PMLN,22756
29,Swat,Swat-II,NA-3,248,25,IND,455
30,Swat,Swat-Ill,NA-4,1951,86,PTI,71600
31,Swat,Swat-Ill,NA-4,693,73,PMLN,14494
32,Swat,Swat-Ill,NA-4,2897,95,QWP,2240
33,Swat,Swat-Ill,NA-4,889,8,AOAT,904
34,Swat,Swat-Ill,NA-4,1795,116,TLP,1579
35,Swat,Swat-Ill,NA-4,2166,80,PPPP,12328
36,Swat,Swat-Ill,NA-4,1733,25,IND,251
37,Swat,Swat-Ill,NA-4,1115,92,PMAP,1464
38,Swat,Swat-Ill,NA-4,1822,13,ANP,30975
39,Swat,Swat-Ill,NA-4,2569,25,IND,532
40,Swat,Swat-Ill,NA-4,2170,46,MMAP,17542
41,Upper,Upper,NA-5,2358,86,PTI,66545
42,Upper,Upper,NA-5,854,25,IND,1241
43,Upper,Upper,NA-5,925,13,ANP,8529
44,Upper,Upper,NA-5,940,50,PSP,371
45,Upper,Upper,NA-5,1773,73,PMLN,14462
46,Upper,Upper,NA-5,2010,80,PPPP,53967
47,Upper,Upper,NA-5,2297,25,IND,2861
48,Upper,Upper,NA-5,2359,46,MMAP,57657
49,Upper,Upper,NA-5,2692,5,APML,1910
50,Upper,Upper,NA-5,2932,69,PML,121
51,Lower,Lower,NA-6,1278,86,PTI,63440
52,Lower,Lower,NA-6,172,80,PPPP,27774
53,Lower,Lower,NA-6,315,8,AOAT,818
54,Lower,Lower,NA-6,372,46,MMAP,36665
55,Lower,Lower,NA-6,784,5,APML,675
56,Lower,Lower,NA-6,898,116,TLP,3166
57,Lower,Lower,NA-6,1012,73,PMLN,3600
58,Lower,Lower,NA-6,1911,13,ANP,30682
59,Lower,Lower,NA-7,1575,86,PTI,63017
60,Lower,Lower,NA-7,20,5,APML,305
61,Lower,Lower,NA-7,1432,25,IND,185
62,Lower,Lower,NA-7,1708,8,AOAT,1313
63,Lower,Lower,NA-7,2085,13,ANP,19543
64,Lower,Lower,NA-7,2671,46,MMAP,46040
65,Lower,Lower,NA-7,2676,73,PMLN,1256
66,Lower,Lower,NA-7,2848,80,PPPP,10064
67,Malakand,Malakand,NA-8,1039,86,PTI,81310
68,Malakand,Malakand,NA-8,224,25,IND,400
69,Malakand,Malakand,NA-8,306,73,PMLN,3292
70,Malakand,Malakand,NA-8,502,80,PPPP,43724
71,Malakand,Malakand,NA-8,686,25,IND,565
72,Malakand,Malakand,NA-8,769,46,MMAP,31739
73,Malakand,Malakand,NA-8,887,25,IND,195
74,Malakand,Malakand,NA-8,936,13,ANP,11406
75,Malakand,Malakand,NA-8,1310,25,IND,3836
76,Malakand,Malakand,NA-8,1711,25,IND,1986
77,Malakand,Malakand,NA-8,2597,25,IND,985
78,Malakand,Malakand,NA-8,2892,5,APML,244
79,Malakand,Malakand,NA-8,3012,95,QWP,1156
80,Buner,Buner,NA-9,2634,86,PTI,58037
81,Buner,Buner,NA-9,123,13,ANP,38015
82,Buner,Buner,NA-9,647,15,AWP,11729
83,Buner,Buner,NA-9,974,46,MMAP,23354
84,Buner,Buner,NA-9,1046,73,PMLN,38358
85,Buner,Buner,NA-9,1318,25,IND,3297
86,Buner,Buner,NA-9,2669,5,APML,546
87,Shangla,Shangla,NA-10,889,73,PMLN,34070
88,Shangla,Shangla,NA-10,309,46,MMAP,20800
89,Shangla,Shangla,NA-10,483,15,AWP,1200
90,Shangla,Shangla,NA-10,845,80,PPPP,5642
91,Shangla,Shangla,NA-10,2152,25,IND,1093
92,Shangla,Shangla,NA-10,2330,13,ANP,32665
93,Shangla,Shangla,NA-10,2351,25,IND,121
94,Shangla,Shangla,NA-10,2362,25,IND,247
95,Shangla,Shangla,NA-10,2967,86,PTI,27832
96,Kohistan,Kohistan-cum-Lower,NA-11,151,46,MMAP,15859
97,Kohistan,Kohistan-cum-Lower,NA-11,1279,69,PML,12627
98,Kohistan,Kohistan-cum-Lower,NA-11,2752,25,IND,4487
99,Kohistan,Kohistan-cum-Lower,NA-11,829,73,PMLN,33
100,Kohistan,Kohistan-cum-Lower,NA-11,1761,25,IND,26
101,Kohistan,Kohistan-cum-Lower,NA-11,1181,80,PPPP,4185
102,Kohistan,Kohistan-cum-Lower,NA-11,1897,25,IND,27
103,Kohistan,Kohistan-cum-Lower,NA-11,608,25,IND,14148
104,Kohistan,Kohistan-cum-Lower,NA-11,1035,50,PSP,17
105,Kohistan,Kohistan-cum-Lower,NA-11,79,25,IND,194
106,Kohistan,Kohistan-cum-Lower,NA-11,2364,25,IND,111
107,Kohistan,Kohistan-cum-Lower,NA-11,828,25,IND,32
108,Kohistan,Kohistan-cum-Lower,NA-11,2623,25,IND,66
109,Kohistan,Kohistan-cum-Lower,NA-11,434,86,PTI,9584
110,Kohistan,Kohistan-cum-Lower,NA-11,2638,25,IND,26
111,Kohistan,Kohistan-cum-Lower,NA-11,2113,95,QWP,183
112,Kohistan,Kohistan-cum-Lower,NA-11,482,8,AOAT,95
113,Battagram,Battagram,NA-12,1768,86,PTI,34270
114,Battagram,Battagram,NA-12,2269,25,IND,11791
115,Battagram,Battagram,NA-12,2338,25,IND,3356
116,Battagram,Battagram,NA-12,1394,13,ANP,990
117,Battagram,Battagram,NA-12,2317,95,QWP,536
118,Battagram,Battagram,NA-12,2326,69,PML,937
119,Battagram,Battagram,NA-12,1901,46,MMAP,23881
120,Battagram,Battagram,NA-12,2465,80,PPPP,12427
121,Mansehra,Mansehra-I,NA-13,2411,25,IND,109262
122,Mansehra,Mansehra-I,NA-13,5,116,TLP,4731
123,Mansehra,Mansehra-I,NA-13,2498,73,PMLN,107808
124,Mansehra,Mansehra-I,NA-13,2014,69,PML,588
125,Mansehra,Mansehra-I,NA-13,1616,25,IND,202
126,Mansehra,Mansehra-I,NA-13,152,25,IND,291
127,Mansehra,Mansehra-I,NA-13,1574,46,MMAP,19716
128,Mansehra,Mansehra-I,NA-13,288,25,IND,376
129,Mansehra,Mansehra-I,NA-13,893,13,ANP,183
130,Mansehra,Mansehra-I,NA-13,1573,25,IND,482
131,Mansehra,Mansehra-I,NA-13,2484,25,IND,5459
132,Mansehra,Mansehra-I,NA-13,94,24,HWP,142
133,Mansehra,Mansehra-I,NA-13,2414,25,IND,3544
134,Mansehra,Mansehra-I,NA-13,1693,50,PSP,751
135,Mansehra,Mansehra-cum-Torghar,NA-14,1813,73,PMLN,74889
136,Mansehra,Mansehra-cum-Torghar,NA-14,1889,25,IND,362
137,Mansehra,Mansehra-cum-Torghar,NA-14,1549,95,QWP,4922
138,Mansehra,Mansehra-cum-Torghar,NA-14,3038,86,PTI,59638
139,Mansehra,Mansehra-cum-Torghar,NA-14,1123,46,MMAP,45449
140,Mansehra,Mansehra-cum-Torghar,NA-14,192,25,IND,972
141,Mansehra,Mansehra-cum-Torghar,NA-14,2178,116,TLP,6290
142,Mansehra,Mansehra-cum-Torghar,NA-14,644,69,PML,7182
143,Mansehra,Mansehra-cum-Torghar,NA-14,1519,8,AOAT,713
144,Mansehra,Mansehra-cum-Torghar,NA-14,2309,25,IND,3559
145,Abbottabad,Abbottabad-I,NA-15,1954,73,PMLN,95340
146,Abbottabad,Abbottabad-I,NA-15,2127,50,PSP,377
147,Abbottabad,Abbottabad-I,NA-15,2478,95,QWP,1789
148,Abbottabad,Abbottabad-I,NA-15,2458,25,IND,5006
149,Abbottabad,Abbottabad-I,NA-15,445,82,PRHP,2307
150,Abbottabad,Abbottabad-I,NA-15,1539,25,IND,1024
151,Abbottabad,Abbottabad-I,NA-15,3075,25,IND,218
152,Abbottabad,Abbottabad-I,NA-15,2484,25,IND,30305
153,Abbottabad,Abbottabad-I,NA-15,2415,65,PJDP,819
154,Abbottabad,Abbottabad-I,NA-15,2468,80,PPPP,1007
155,Abbottabad,Abbottabad-I,NA-15,238,86,PTI,81845
156,Abbottabad,Abbottabad-I,NA-15,1157,116,TLP,6867
157,Abbottabad,Abbottabad-I,NA-15,690,37,MWMP,7253
158,Abbottabad,Abbottabad-II,NA-16,249,86,PTI,85203
159,Abbottabad,Abbottabad-II,NA-16,445,82,PRHP,7896
160,Abbottabad,Abbottabad-II,NA-16,499,25,IND,201
161,Abbottabad,Abbottabad-II,NA-16,1000,95,QWP,2353
162,Abbottabad,Abbottabad-II,NA-16,1019,25,IND,281
163,Abbottabad,Abbottabad-II,NA-16,1396,73,PMLN,54879
164,Abbottabad,Abbottabad-II,NA-16,1539,25,IND,254
165,Abbottabad,Abbottabad-II,NA-16,1669,13,ANP,521
166,Abbottabad,Abbottabad-II,NA-16,1789,25,IND,236
167,Abbottabad,Abbottabad-II,NA-16,1801,25,IND,1468
168,Abbottabad,Abbottabad-II,NA-16,1806,46,MMAP,4147
169,Abbottabad,Abbottabad-II,NA-16,1891,116,TLP,3064
170,Abbottabad,Abbottabad-II,NA-16,1952,25,IND,376
171,Abbottabad,Abbottabad-II,NA-16,2300,25,IND,465
172,Abbottabad,Abbottabad-II,NA-16,2469,25,IND,836
173,Abbottabad,Abbottabad-II,NA-16,2658,25,IND,12611
174,Abbottabad,Abbottabad-II,NA-16,2739,25,IND,275
175,Abbottabad,Abbottabad-II,NA-16,2838,25,IND,162
176,Haripur,Haripur,NA-17,2132,86,PTI,172609
177,Haripur,Haripur,NA-17,471,73,PMLN,132756
178,Haripur,Haripur,NA-17,661,46,MMAP,3728
179,Haripur,Haripur,NA-17,784,25,IND,973
180,Haripur,Haripur,NA-17,958,13,ANP,2592
181,Haripur,Haripur,NA-17,1226,8,AOAT,2174
182,Haripur,Haripur,NA-17,1444,101,TJP,451
183,Haripur,Haripur,NA-17,1917,116,TLP,9627
184,Haripur,Haripur,NA-17,2175,60,PFP,831
185,Haripur,Haripur,NA-17,2219,25,IND,290
186,Haripur,Haripur,NA-17,2303,25,IND,5033
187,Haripur,Haripur,NA-17,2585,80,PPPP,2933
188,Haripur,Haripur,NA-17,2757,69,PML,382
189,Haripur,Haripur,NA-17,2960,25,IND,201
190,Swabi,Swabi-I,NA-18,371,86,PTI,78970
191,Swabi,Swabi-I,NA-18,1867,25,IND,521
192,Swabi,Swabi-I,NA-18,1795,25,IND,493
193,Swabi,Swabi-I,NA-18,2304,25,IND,2606
194,Swabi,Swabi-I,NA-18,1678,13,ANP,26472
195,Swabi,Swabi-I,NA-18,683,25,IND,3342
196,Swabi,Swabi-I,NA-18,1081,33,JUIN,5960
197,Swabi,Swabi-I,NA-18,2598,25,IND,206
198,Swabi,Swabi-I,NA-18,2542,25,IND,5923
199,Swabi,Swabi-I,NA-18,684,46,MMAP,34217
200,Swabi,Swabi-I,NA-18,1255,95,QWP,3337
201,Swabi,Swabi-I,NA-18,1073,15,AWP,832
202,Swabi,Swabi-I,NA-18,2391,73,PMLN,24664
203,Swabi,Swabi-II,NA-19,2946,86,PTI,83903
204,Swabi,Swabi-II,NA-19,422,46,MMAP,31373
205,Swabi,Swabi-II,NA-19,889,73,PMLN,13977
206,Swabi,Swabi-II,NA-19,1054,69,PML,163
207,Swabi,Swabi-II,NA-19,1751,80,PPPP,16158
208,Swabi,Swabi-II,NA-19,2561,15,AWP,1167
209,Swabi,Swabi-II,NA-19,2617,101,TJP,2404
210,Swabi,Swabi-II,NA-19,2784,95,QWP,1276
211,Swabi,Swabi-II,NA-19,2972,13,ANP,53286
212,Mardan,Mardan-I,NA-20,1924,86,PTI,78140
213,Mardan,Mardan-I,NA-20,214,73,PMLN,5355
214,Mardan,Mardan-I,NA-20,414,46,MMAP,28840
215,Mardan,Mardan-I,NA-20,770,13,ANP,38713
216,Mardan,Mardan-I,NA-20,2062,80,PPPP,36312
217,Mardan,Mardan-II,NA-21,303,13,ANP,78911
218,Mardan,Mardan-II,NA-21,1560,86,PTI,78878
219,Mardan,Mardan-II,NA-21,1811,62,PFM,646
220,Mardan,Mardan-II,NA-21,1930,25,IND,486
221,Mardan,Mardan-II,NA-21,2660,46,MMAP,18361
222,Mardan,Mardan-II,NA-21,2712,80,PPPP,8616
223,Mardan,Mardan-III,NA-22,250,86,PTI,58577
224,Mardan,Mardan-III,NA-22,2648,80,PPPP,13477
225,Mardan,Mardan-III,NA-22,1189,13,ANP,27104
226,Mardan,Mardan-III,NA-22,466,76,PMLZUHS,588
227,Mardan,Mardan-III,NA-22,1007,73,PMLN,36625
228,Mardan,Mardan-III,NA-22,1780,46,MMAP,56318
229,Mardan,Mardan-III,NA-22,898,116,TLP,2774
230,Charsadda,Charsadda-I,NA-23,338,86,PTI,59371
231,Charsadda,Charsadda-I,NA-23,157,95,QWP,33561
232,Charsadda,Charsadda-I,NA-23,493,73,PMLN,1260
233,Charsadda,Charsadda-I,NA-23,780,13,ANP,18433
234,Charsadda,Charsadda-I,NA-23,836,46,MMAP,41391
235,Charsadda,Charsadda-I,NA-23,1241,80,PPPP,13966
236,Charsadda,Charsadda-I,NA-23,2673,25,IND,1308
237,Charsadda,Charsadda-II,NA-24,687,86,PTI,83495
238,Charsadda,Charsadda-II,NA-24,160,80,PPPP,10462
239,Charsadda,Charsadda-II,NA-24,377,13,ANP,59483
240,Charsadda,Charsadda-II,NA-24,661,25,IND,1632
241,Charsadda,Charsadda-II,NA-24,1263,46,MMAP,38252
242,Charsadda,Charsadda-II,NA-24,1303,73,PMLN,1363
243,Charsadda,Charsadda-II,NA-24,1834,116,TLP,5961
244,Charsadda,Charsadda-II,NA-24,3024,5,APML,1425
245,Nowshera,Nowshera-I,NA-25,2141,86,PTI,82118
246,Nowshera,Nowshera-I,NA-25,1848,25,IND,603
247,Nowshera,Nowshera-I,NA-25,908,25,IND,325
248,Nowshera,Nowshera-I,NA-25,447,88,PTIG,959
249,Nowshera,Nowshera-I,NA-25,2670,73,PMLN,4109
250,Nowshera,Nowshera-I,NA-25,1090,80,PPPP,35658
251,Nowshera,Nowshera-I,NA-25,898,25,IND,589
252,Nowshera,Nowshera-I,NA-25,2871,46,MMAP,28172
253,Nowshera,Nowshera-I,NA-25,1204,13,ANP,26506
254,Nowshera,Nowshera-II,NA-26,926,86,PTI,90256
255,Nowshera,Nowshera-II,NA-26,2426,116,TLP,6496
256,Nowshera,Nowshera-II,NA-26,398,43,MQP,22777
257,Nowshera,Nowshera-II,NA-26,995,13,ANP,47132
258,Nowshera,Nowshera-II,NA-26,834,73,PMLN,4052
259,Nowshera,Nowshera-II,NA-26,694,80,PPPP,9739
260,Nowshera,Nowshera-II,NA-26,1865,25,IND,562
261,Nowshera,Nowshera-II,NA-26,1594,101,TJP,631
262,Nowshera,Nowshera-II,NA-26,2412,25,IND,878
263,Peshawar,Peshawar-I,NA-27,2107,86,PTI,71158
264,Peshawar,Peshawar-I,NA-27,2676,73,PMLN,3136
265,Peshawar,Peshawar-I,NA-27,823,46,MMAP,39310
266,Peshawar,Peshawar-I,NA-27,408,80,PPPP,24002
267,Peshawar,Peshawar-I,NA-27,2665,25,IND,306
268,Peshawar,Peshawar-I,NA-27,315,95,QWP,1414
269,Peshawar,Peshawar-I,NA-27,2586,25,IND,1229
270,Peshawar,Peshawar-I,NA-27,2887,13,ANP,6615
271,Peshawar,Peshawar-I,NA-27,650,25,IND,860
272,Peshawar,Peshawar-I,NA-27,2043,25,IND,1131
273,Peshawar,Peshawar-II,NA-28,344,86,PTI,74414
274,Peshawar,Peshawar-II,NA-28,911,116,TLP,14296
275,Peshawar,Peshawar-II,NA-28,1583,25,IND,274
276,Peshawar,Peshawar-II,NA-28,1659,73,PMLN,7010
277,Peshawar,Peshawar-II,NA-28,2325,46,MMAP,27292
278,Peshawar,Peshawar-II,NA-28,2527,13,ANP,22096
279,Peshawar,Peshawar-III,NA-29,2030,86,PTI,49762
280,Peshawar,Peshawar-III,NA-29,347,13,ANP,20392
281,Peshawar,Peshawar-III,NA-29,1834,116,TLP,10569
282,Peshawar,Peshawar-III,NA-29,1992,46,MMAP,29357
283,Peshawar,Peshawar-III,NA-29,296,73,PMLN,10569
284,Peshawar,Peshawar-IV,NA-30,2635,86,PTI,73781
285,Peshawar,Peshawar-IV,NA-30,342,80,PPPP,14593
286,Peshawar,Peshawar-IV,NA-30,348,46,MMAP,18111
287,Peshawar,Peshawar-IV,NA-30,1200,69,PML,139
288,Peshawar,Peshawar-IV,NA-30,1485,13,ANP,11514
289,Peshawar,Peshawar-IV,NA-30,1699,73,PMLN,3799
290,Peshawar,Peshawar-IV,NA-30,1850,25,IND,305
291,Peshawar,Peshawar-IV,NA-30,2117,65,PJDP,170
292,Peshawar,Peshawar-V,NA-31,2606,86,PTI,87895
293,Peshawar,Peshawar-V,NA-31,218,80,PPPP,7499
294,Peshawar,Peshawar-V,NA-31,440,5,APML,604
295,Peshawar,Peshawar-V,NA-31,772,92,PP,615
296,Peshawar,Peshawar-V,NA-31,822,13,ANP,42476
297,Peshawar,Peshawar-V,NA-31,915,25,IND,195
298,Peshawar,Peshawar-V,NA-31,1749,73,PMLN,3093
299,Peshawar,Peshawar-V,NA-31,1825,25,IND,157
300,Peshawar,Peshawar-V,NA-31,1851,46,MMAP,11657
301,Peshawar,Peshawar-V,NA-31,2110,9,ATP,138
302,Peshawar,Peshawar-V,NA-31,2306,25,IND,854
303,Peshawar,Peshawar-V,NA-31,2606,25,IND,5371
304,Peshawar,Peshawar-V,NA-31,2992,116,TLP,430
305,Kohat,Kohat,NA-32,2621,86,PTI,82248
306,Kohat,Kohat,NA-32,9,73,PMLN,44154
307,Kohat,Kohat,NA-32,410,25,IND,1280
308,Kohat,Kohat,NA-32,503,80,PPPP,4915
309,Kohat,Kohat,NA-32,759,46,MMAP,47412
310,Kohat,Kohat,NA-32,1147,25,IND,1797
311,Kohat,Kohat,NA-32,1441,25,IND,5318
312,Kohat,Kohat,NA-32,1606,25,IND,670
313,Kohat,Kohat,NA-32,2008,116,TLP,1322
314,Kohat,Kohat,NA-32,2997,25,IND,1542
315,Hangu,Hangu,NA-33,1106,86,PTI,28819
316,Hangu,Hangu,NA-33,213,25,IND,140
317,Hangu,Hangu,NA-33,353,25,IND,108
318,Hangu,Hangu,NA-33,418,46,MMAP,27968
319,Hangu,Hangu,NA-33,886,25,IND,2600
320,Hangu,Hangu,NA-33,1085,25,IND,746
321,Hangu,Hangu,NA-33,1182,25,IND,38
322,Hangu,Hangu,NA-33,1652,25,IND,3712
323,Hangu,Hangu,NA-33,2257,25,IND,7077
324,Hangu,Hangu,NA-33,2695,25,IND,155
325,Hangu,Hangu,NA-33,2755,13,ANP,2769
326,Hangu,Hangu,NA-33,2894,25,IND,120
327,Hangu,Hangu,NA-33,2925,80,PPPP,3639
328,Karak,Karak,NA-34,2555,86,PTI,77181
329,Karak,Karak,NA-34,280,25,IND,44
330,Karak,Karak,NA-34,461,25,IND,504
331,Karak,Karak,NA-34,773,25,IND,13608
332,Karak,Karak,NA-34,843,25,IND,181
333,Karak,Karak,NA-34,860,69,PML,371
334,Karak,Karak,NA-34,909,25,IND,2008
335,Karak,Karak,NA-34,920,25,IND,661
336,Karak,Karak,NA-34,1386,46,MMAP,28534
337,Karak,Karak,NA-34,2064,80,PPPP,28043
338,Karak,Karak,NA-34,2290,73,PMLN,14346
339,Karak,Karak,NA-34,2320,25,IND,2803
340,Karak,Karak,NA-34,2538,31,JUIPS,16935
341,Karak,Karak,NA-34,2591,65,PJDP,1408
342,Karak,Karak,NA-34,2600,25,IND,6843
343,Karak,Karak,NA-34,2917,25,IND,334
344,Karak,Karak,NA-34,2944,25,IND,457
345,Karak,Karak,NA-34,3010,25,IND,327
346,Bannu,Bannu,NA-35,922,86,PTI,113822
347,Bannu,Bannu,NA-35,96,50,PSP,1023
348,Bannu,Bannu,NA-35,222,46,MMAP,106820
349,Bannu,Bannu,NA-35,299,82,PRHP,873
350,Bannu,Bannu,NA-35,847,25,IND,1728
351,Bannu,Bannu,NA-35,935,65,PJDP,1015
352,Bannu,Bannu,NA-35,968,31,JUIPS,1624
353,Bannu,Bannu,NA-35,1136,5,APML,306
354,Bannu,Bannu,NA-35,1884,25,IND,1418
355,Bannu,Bannu,NA-35,2349,25,IND,308
356,Bannu,Bannu,NA-35,2875,80,PPPP,9173
357,Bannu,Bannu,NA-35,2962,52,PAP,852
358,Lakki,Lakki,NA-36,1514,46,MMAP,91065
359,Lakki,Lakki,NA-36,41,25,IND,450
360,Lakki,Lakki,NA-36,113,92,PMAP,1642
361,Lakki,Lakki,NA-36,306,25,IND,390
362,Lakki,Lakki,NA-36,388,25,IND,2010
363,Lakki,Lakki,NA-36,461,25,IND,2024
364,Lakki,Lakki,NA-36,771,25,IND,1523
365,Lakki,Lakki,NA-36,825,25,IND,792
366,Lakki,Lakki,NA-36,928,25,IND,1147
367,Lakki,Lakki,NA-36,932,73,PMLN,448
368,Lakki,Lakki,NA-36,936,80,PPPP,3083
369,Lakki,Lakki,NA-36,961,86,PTI,81849
370,Lakki,Lakki,NA-36,1238,25,IND,7540
371,Lakki,Lakki,NA-36,1488,116,TLP,6653
372,Lakki,Lakki,NA-36,1644,25,IND,648
373,Lakki,Lakki,NA-36,2009,25,IND,200
374,Lakki,Lakki,NA-36,2024,25,IND,143
375,Lakki,Lakki,NA-36,2632,25,IND,92
376,Tank,Tank,NA-37,370,46,MMAP,28504
377,Tank,Tank,NA-37,187,25,IND,222
378,Tank,Tank,NA-37,592,25,IND,13559
379,Tank,Tank,NA-37,637,25,IND,134
380,Tank,Tank,NA-37,720,25,IND,9262
381,Tank,Tank,NA-37,786,86,PTI,16599
382,Tank,Tank,NA-37,1567,25,IND,56
383,Tank,Tank,NA-37,1786,25,IND,370
384,Tank,Tank,NA-37,2067,5,APML,271
385,Tank,Tank,NA-37,2338,25,IND,1040
386,Tank,Tank,NA-37,2419,73,PMLN,430
387,Tank,Tank,NA-37,2924,25,IND,1246
388,Tank,Tank,NA-37,2967,25,IND,4779
389,Dera,Dera,NA-38,234,86,PTI,80236
390,Dera,Dera,NA-38,191,25,IND,739
391,Dera,Dera,NA-38,216,73,PMLN,849
392,Dera,Dera,NA-38,577,25,IND,2018
393,Dera,Dera,NA-38,592,25,IND,3774
394,Dera,Dera,NA-38,637,80,PPPP,20429
395,Dera,Dera,NA-38,690,46,MMAP,45457
396,Dera,Dera,NA-38,791,116,TLP,6122
397,Dera,Dera,NA-38,845,25,IND,3588
398,Dera,Dera,NA-38,1177,25,IND,0
399,Dera,Dera,NA-38,1495,25,IND,15070
400,Dera,Dera,NA-38,1755,25,IND,358
401,Dera,Dera,NA-38,2758,25,IND,7904
402,Dera,Dera,NA-38,2924,25,IND,343
403,Dera,Dera,NA-38,2967,25,IND,0
404,Dera,Dera,NA-39,1897,86,PTI,79334
405,Dera,Dera,NA-39,227,25,IND,1875
406,Dera,Dera,NA-39,409,25,IND,1151
407,Dera,Dera,NA-39,620,25,IND,180
408,Dera,Dera,NA-39,637,25,IND,271
409,Dera,Dera,NA-39,690,46,MMAP,52031
410,Dera,Dera,NA-39,956,25,IND,785
411,Dera,Dera,NA-39,1460,25,IND,1235
412,Dera,Dera,NA-39,1476,25,IND,1164
413,Dera,Dera,NA-39,1503,25,IND,1041
414,Dera,Dera,NA-39,1723,9,ATP,670
415,Dera,Dera,NA-39,2126,80,PPPP,10003
416,Dera,Dera,NA-39,2131,25,IND,788
417,Dera,Dera,NA-39,2162,25,IND,8401
418,Dera,Dera,NA-39,2967,25,IND,135
419,Tribal,Tribal,NA-40,762,86,PTI,34616
420,Tribal,Tribal,NA-40,759,13,ANP,14304
421,Tribal,Tribal,NA-40,874,25,IND,317
422,Tribal,Tribal,NA-40,973,25,IND,263
423,Tribal,Tribal,NA-40,1020,25,IND,127
424,Tribal,Tribal,NA-40,1427,25,IND,106
425,Tribal,Tribal,NA-40,1476,73,PMLN,263
426,Tribal,Tribal,NA-40,1535,92,PMAP,275
427,Tribal,Tribal,NA-40,1681,50,PSP,165
428,Tribal,Tribal,NA-40,2021,95,QWP,352
429,Tribal,Tribal,NA-40,2361,25,IND,4300
430,Tribal,Tribal,NA-40,2462,25,IND,17850
431,Tribal,Tribal,NA-40,2609,25,IND,16845
432,Tribal,Tribal,NA-40,2716,80,PPPP,12906
433,Tribal,Tribal,NA-41,776,86,PTI,22730
434,Tribal,Tribal,NA-41,62,25,IND,14792
435,Tribal,Tribal,NA-41,121,46,MMAP,11415
436,Tribal,Tribal,NA-41,775,13,ANP,4765
437,Tribal,Tribal,NA-41,789,25,IND,1863
438,Tribal,Tribal,NA-41,1564,25,IND,11234
439,Tribal,Tribal,NA-41,2397,8,AOAT,56
440,Tribal,Tribal,NA-41,2545,25,IND,8768
441,Tribal,Tribal,NA-41,2633,25,IND,262
442,Tribal,Tribal,NA-41,2697,25,IND,8387
443,Tribal,Tribal,NA-41,2718,80,PPPP,4016
444,Tribal,Tribal,NA-41,2956,50,PSP,151
445,Tribal,Tribal,NA-42,2388,86,PTI,22717
446,Tribal,Tribal,NA-42,10,25,IND,114
447,Tribal,Tribal,NA-42,120,25,IND,4942
448,Tribal,Tribal,NA-42,499,25,IND,21076
449,Tribal,Tribal,NA-42,731,46,MMAP,10109
450,Tribal,Tribal,NA-42,898,31,JUIPS,216
451,Tribal,Tribal,NA-42,971,80,PPPP,3642
452,Tribal,Tribal,NA-42,1085,25,IND,2137
453,Tribal,Tribal,NA-42,1178,25,IND,87
454,Tribal,Tribal,NA-42,1665,25,IND,41
455,Tribal,Tribal,NA-42,1805,25,IND,182
456,Tribal,Tribal,NA-42,1963,95,QWP,76
457,Tribal,Tribal,NA-42,2043,25,IND,38
458,Tribal,Tribal,NA-42,2095,13,ANP,13778
459,Tribal,Tribal,NA-42,2201,25,IND,379
460,Tribal,Tribal,NA-42,2528,25,IND,273
461,Tribal,Tribal,NA-42,2541,25,IND,185
462,Tribal,Tribal,NA-42,3038,73,PMLN,3367
463,Tribal,Tribal,NA-43,2115,86,PTI,33243
464,Tribal,Tribal,NA-43,229,25,IND,30151
465,Tribal,Tribal,NA-43,3040,25,IND,270
466,Tribal,Tribal,NA-43,2646,25,IND,10332
467,Tribal,Tribal,NA-43,2449,73,PMLN,137
468,Tribal,Tribal,NA-43,124,25,IND,24
469,Tribal,Tribal,NA-43,2544,25,IND,122
470,Tribal,Tribal,NA-43,871,80,PPPP,2014
471,Tribal,Tribal,NA-43,898,25,IND,508
